 unit--timestamp[ms];bmi160_a_x[mg];bmi160_a_y[mg];bmi160_a_z[mg];bmi160_g_x[mDeg];bmi160_g_y[mDeg];bmi160_g_z[mDeg];
1928;-29;26;974;854;-854;-427;
1932;-29;26;974;854;-854;-427;
1936;-29;26;973;549;-793;-427;
1940;-29;26;973;549;-793;-427;
1944;-29;26;973;549;-793;-427;
1948;-30;26;972;488;-793;-366;
1952;-30;26;972;488;-793;-366;
1956;-31;25;977;549;-854;-366;
1960;-31;25;977;549;-854;-366;
1964;-31;25;977;549;-854;-366;
1968;-30;26;976;427;-732;-366;
1972;-30;26;976;427;-732;-366;
1976;-30;27;975;427;-732;-427;
1980;-30;27;975;427;-732;-427;
1984;-30;26;974;671;-732;-427;
1988;-30;26;974;671;-732;-427;
1992;-30;26;974;671;-732;-427;
1996;-32;24;973;732;-732;-427;
2000;-32;24;973;732;-732;-427;
2004;-32;24;973;732;-732;-427;
2008;-33;25;976;854;-793;-366;
2012;-33;25;976;854;-793;-366;
2016;-31;25;976;915;-854;-366;
2020;-31;25;976;915;-854;-366;
2024;-31;25;976;915;-854;-366;
2028;-31;25;971;854;-854;-366;
2032;-31;25;971;854;-854;-366;
2036;-31;25;973;915;-854;-366;
2040;-31;25;973;915;-854;-366;
2044;-30;24;975;915;-793;-366;
2048;-33;26;976;1037;-732;-366;
2052;-33;26;976;976;-732;-366;
2056;-31;27;973;976;-732;-366;
2060;-31;27;973;976;-732;-366;
2064;-31;27;973;976;-732;-366;
2068;-31;27;973;976;-732;-366;
2072;-31;27;973;976;-732;-366;
2076;-32;26;974;1037;-793;-366;
2080;-32;26;974;1037;-793;-366;
2084;-32;26;974;1037;-793;-366;
2088;-31;26;978;976;-854;-366;
2092;-31;26;978;976;-854;-366;
2096;-29;28;977;732;-854;-366;
2100;-29;28;977;732;-854;-366;
2104;-31;25;975;671;-671;-366;
2108;-31;25;975;671;-671;-366;
2112;-31;25;975;671;-671;-366;
2116;-31;25;973;610;-671;-366;
2120;-31;25;973;610;-671;-366;
2124;-31;25;973;610;-671;-366;
2128;-31;27;975;854;-854;-366;
2132;-31;27;975;854;-854;-366;
2136;-30;26;975;854;-915;-366;
2140;-30;26;975;854;-915;-366;
2144;-30;26;975;854;-915;-366;
2148;-33;24;977;793;-854;-305;
2152;-33;24;977;793;-854;-305;
2156;-29;24;975;671;-732;-366;
2160;-29;24;975;671;-732;-366;
2164;-30;25;972;671;-732;-427;
2168;-30;25;972;671;-732;-427;
2172;-30;25;972;671;-732;-427;
2176;-31;25;973;854;-732;-427;
2180;-31;25;973;854;-732;-427;
2184;-31;25;973;854;-732;-427;
2188;-31;26;973;976;-854;-427;
2192;-31;26;973;976;-854;-427;
2196;-28;26;976;915;-976;-366;
2200;-28;26;976;915;-976;-366;
2204;-28;26;976;915;-976;-366;
2208;-29;26;979;671;-854;-427;
2212;-29;26;979;671;-854;-427;
2216;-31;24;979;549;-793;-366;
2220;-31;24;979;549;-793;-366;
2224;-32;23;973;549;-732;-366;
2228;-32;23;973;549;-732;-366;
2232;-32;23;973;549;-732;-366;
2236;-30;26;971;610;-793;-427;
2240;-30;26;971;610;-793;-427;
2244;-30;26;971;610;-793;-427;
2248;-32;25;973;915;-854;-427;
2252;-32;25;973;915;-854;-427;
2256;-31;26;977;1098;-915;-366;
2260;-31;26;977;1098;-915;-366;
2264;-31;26;977;1098;-915;-366;
2268;-30;27;976;1098;-854;-366;
2272;-30;27;976;1098;-854;-366;
2276;-30;26;976;854;-732;-427;
2280;-30;26;976;854;-732;-427;
2284;-32;25;977;793;-732;-366;
2288;-32;25;977;793;-732;-366;
2292;-32;25;977;793;-732;-366;
2296;-32;25;975;854;-732;-366;
2300;-32;25;975;854;-732;-366;
2304;-32;25;975;854;-732;-366;
2308;-32;26;978;976;-915;-427;
2312;-32;26;978;976;-915;-427;
2316;-32;26;978;1037;-976;-366;
2320;-30;27;978;1037;-976;-366;
2324;-30;27;978;1037;-976;-366;
2328;-30;28;976;1159;-915;-366;
2332;-30;28;976;1159;-915;-366;
2336;-30;28;976;915;-854;-366;
2340;-30;26;974;915;-854;-366;
2344;-31;25;974;854;-854;-427;
2348;-31;25;974;854;-854;-427;
2352;-31;25;974;854;-854;-427;
2356;-31;25;974;854;-854;-366;
2360;-30;27;974;854;-854;-366;
2364;-30;27;974;854;-854;-366;
2368;-30;26;973;732;-793;-244;
2372;-30;26;973;732;-793;-244;
2376;-30;26;973;671;-854;-366;
2380;-31;27;974;671;-854;-366;
2384;-31;27;974;671;-854;-366;
2388;-31;25;975;793;-854;-427;
2392;-31;25;975;793;-854;-427;
2396;-31;25;975;854;-915;-366;
2400;-31;25;977;854;-915;-366;
2404;-31;27;977;793;-915;-366;
2408;-31;27;977;793;-915;-366;
2412;-31;27;977;793;-915;-366;
2416;-31;27;977;854;-854;-366;
2420;-34;26;975;854;-854;-366;
2424;-34;26;975;854;-854;-366;
2428;-31;26;975;915;-793;-305;
2432;-31;26;975;915;-793;-305;
2436;-31;26;975;793;-793;-366;
2440;-29;26;976;793;-793;-366;
2444;-29;26;976;793;-793;-366;
2448;-31;29;974;854;-671;-366;
2452;-31;29;974;854;-671;-366;
2456;-31;29;974;854;-732;-366;
2460;-32;27;972;854;-732;-366;
2464;-28;26;978;732;-732;-366;
2468;-28;26;978;732;-732;-366;
2472;-28;26;978;732;-732;-366;
2476;-28;26;978;793;-732;-305;
2480;-29;27;979;793;-732;-305;
2484;-29;27;979;793;-732;-305;
2488;-30;25;975;793;-732;-366;
2492;-30;25;975;793;-732;-366;
2496;-30;25;975;976;-732;-427;
2500;-29;26;977;976;-732;-427;
2504;-29;26;977;976;-732;-427;
2508;-31;27;976;1037;-793;-366;
2512;-31;27;976;1037;-793;-366;
2516;-31;27;976;915;-793;-366;
2520;-30;25;974;915;-793;-366;
2524;-31;25;976;854;-732;-305;
2528;-31;25;976;854;-732;-305;
2532;-31;25;976;854;-732;-305;
2536;-31;25;976;854;-732;-427;
2540;-29;25;972;854;-732;-427;
2544;-29;25;972;854;-732;-427;
2548;-30;24;974;610;-732;-427;
2552;-30;24;974;610;-732;-427;
2556;-30;24;974;610;-793;-427;
2560;-31;25;974;610;-793;-427;
2564;-31;25;974;610;-793;-427;
2568;-32;26;975;549;-793;-427;
2572;-32;26;975;549;-793;-427;
2576;-32;26;975;610;-793;-366;
2580;-29;25;973;610;-793;-366;
2584;-31;24;973;732;-732;-366;
2588;-30;26;978;793;-732;-366;
2592;-30;26;978;793;-732;-366;
2596;-30;25;977;854;-732;-427;
2600;-30;25;977;854;-732;-427;
2604;-30;25;977;854;-732;-427;
2608;-30;25;977;854;-732;-427;
2612;-30;25;977;854;-732;-427;
2616;-30;25;977;976;-732;-366;
2620;-30;25;974;976;-732;-366;
2624;-30;25;974;976;-732;-366;
2628;-30;25;977;1098;-732;-305;
2632;-30;25;977;1098;-732;-305;
2636;-30;25;977;1159;-732;-366;
2640;-31;25;978;1159;-732;-366;
2644;-30;27;975;1098;-793;-305;
2648;-30;27;975;1098;-793;-305;
2652;-30;27;975;1098;-793;-305;
2656;-30;27;975;1098;-854;-305;
2660;-30;26;980;1098;-854;-305;
2664;-30;26;980;1098;-854;-305;
2668;-32;25;977;854;-732;-305;
2672;-32;25;977;854;-732;-305;
2676;-32;25;977;732;-732;-366;
2680;-31;27;974;732;-732;-366;
2684;-31;27;974;732;-732;-366;
2688;-31;27;976;671;-854;-366;
2692;-31;27;976;671;-854;-366;
2696;-31;27;976;732;-854;-366;
2700;-29;27;976;732;-854;-366;
2704;-32;25;973;793;-671;-305;
2708;-32;25;973;793;-671;-305;
2712;-32;25;973;793;-671;-305;
2716;-32;25;973;915;-732;-305;
2720;-31;26;973;915;-732;-305;
2724;-31;26;973;915;-732;-305;
2728;-31;26;977;976;-854;-427;
2732;-31;26;977;976;-854;-427;
2736;-31;26;977;1037;-976;-366;
2740;-31;28;975;1037;-976;-366;
2744;-31;28;975;1037;-976;-366;
2748;-32;27;976;1037;-854;-427;
2752;-32;27;976;1037;-854;-427;
2756;-32;27;976;732;-732;-366;
2760;-31;27;976;732;-732;-366;
2764;-30;26;976;732;-793;-366;
2768;-30;26;976;732;-793;-366;
2772;-30;26;976;732;-793;-366;
2776;-30;26;976;732;-793;-305;
2780;-32;26;975;732;-793;-305;
2784;-32;26;975;732;-793;-305;
2788;-31;25;974;793;-793;-305;
2792;-31;25;974;793;-793;-305;
2796;-31;25;974;793;-793;-305;
2800;-30;25;975;854;-793;-427;
2804;-30;25;975;854;-793;-427;
2808;-31;27;976;793;-793;-366;
2812;-31;27;976;793;-793;-366;
2816;-31;27;976;793;-793;-366;
2820;-31;25;975;671;-793;-427;
2824;-32;26;976;549;-671;-427;
2828;-32;26;976;549;-671;-427;
2832;-32;26;976;549;-671;-427;
